ï»¿Locality,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025Updating,2023-24 change_percentage,2014-24 Percentage, 2014-24 Anual Percentage,SAL_CODE21
NARRE WARREN SOUTH,410000.0,440000.0,476000.0,530000.0,620000.0,636500.0,625000.0,660000,750000,802500,820000.0,815000.0,815000.0,1.0,85.0,6.4,21896
NATHALIA,165000.0,190500.0,178000.0,185000.0,232500.0,210000.0,229000.0,256000,265000,350000,370000.0,397500.0,397500.0,7.0,109.0,7.6,21898
NEERIM SOUTH,340000.0,336500.0,280000.0,330000.0,320000.0,406500.0,413000.0,473500,530000,600000,665000.0,640000.0,640000.0,4.0,90.0,6.6,21911
NERRINA,455000.0,482500.0,522500.0,517500.0,570000.0,575000.0,617500.0,630000,580000,795000,685000.0,733000.0,733000.0,7.0,52.0,4.3,21917
NEW GISBORNE,500000.0,510000.0,498000.0,545000.0,625000.0,757500.0,695000.0,720000,798500,875000,850000.0,835000.0,835000.0,2.0,64.0,5.1,21921
NEWBOROUGH,213000.0,215000.0,220000.0,224500.0,220000.0,250000.0,255000.0,290000,359000,437500,427000.0,428500.0,428500.0,0.0,99.0,7.1,21922
NEWCOMB,280000.0,292000.0,290500.0,310000.0,375000.0,453500.0,435000.0,476000,584000,605000,567500.0,562000.0,562000.0,1.0,92.0,6.8,21925
NEWINGTON,320000.0,341000.0,345000.0,372500.0,422500.0,465000.0,490000.0,735000,720000,672500,675000.0,617500.0,617500.0,9.0,81.0,6.1,21929
NEWLANDS ARM,320000.0,302000.0,332500.0,380000.0,380000.0,367500.0,443000.0,470000,550000,619500,675000.0,595000.0,595000.0,12.0,98.0,7.1,21930
NEWPORT,695000.0,740000.0,825000.0,950000.0,1080000.0,1059000.0,1055000.0,1090000,1286500,1280000,1275000.0,1300000.0,1300000.0,2.0,76.0,5.8,21934
NEWSTEAD,300000.0,297500.0,365000.0,362000.0,420000.0,318500.0,436000.0,470000,540000,625000,,,,,,,21936
NEWTOWN (GREATER,570000.0,620000.0,642500.0,712500.0,780000.0,843000.0,832000.0,945000,1175000,1200000,,,,,,,21938
NHILL,110000.0,125000.0,128000.0,140000.0,126500.0,149000.0,137000.0,158500,180000,210000,205000.0,265000.0,265000.0,29.0,112.0,7.8,21939
NICHOLS POINT,316500.0,304000.0,370000.0,396000.0,346000.0,470000.0,430000.0,475000,510000,661000,590000.0,700000.0,700000.0,19.0,130.0,8.7,21940
NIDDRIE,700000.0,747500.0,832500.0,910000.0,1100000.0,1070000.0,1070000.0,1000500,1246000,1305000,1190000.0,1210000.0,1210000.0,2.0,62.0,4.9,21942
NOBLE PARK,400000.0,440000.0,510000.0,600000.0,680000.0,680000.0,625500.0,675000,751000,753500,732000.0,778500.0,778500.0,6.0,77.0,5.9,21952
NOBLE PARK NORTH,383000.0,420000.0,491500.0,563000.0,640000.0,660000.0,610000.0,655500,750000,795000,737500.0,772500.0,772500.0,5.0,84.0,6.3,21953
NORLANE,202500.0,215000.0,216000.0,236500.0,290000.0,355000.0,350000.0,372000,450000,481500,455000.0,462000.0,462000.0,1.0,115.0,7.9,21960
NORTH BENDIGO,271000.0,280000.0,286000.0,279000.0,302000.0,310000.0,325000.0,374000,460500,513000,515000.0,497500.0,497500.0,3.0,78.0,5.9,21963
NORTH GEELONG,272500.0,301000.0,335000.0,338500.0,422000.0,495000.0,500000.0,550500,597500,675000,646500.0,640000.0,640000.0,1.0,113.0,7.8,21965
NORTH MELBOURNE,802500.0,832000.0,943000.0,1200000.0,1380000.0,1185000.0,1375000.0,1151500,1311500,1310000,1220000.0,1311000.0,1311000.0,7.0,58.0,4.7,21966
NORTH WONTHAGGI,230000.0,268500.0,274500.0,259500.0,294000.0,369000.0,389000.0,419000,557500,665000,625000.0,552000.0,552000.0,12.0,105.0,7.4,21970
NORTHCOTE,820000.0,931500.0,1008500.0,1190000.0,1325000.0,1345000.0,1305000.0,1411000,1653000,1650000,1610000.0,1600000.0,1600000.0,1.0,72.0,5.6,21971
NOTTING HILL,566500.0,660000.0,780000.0,872500.0,993000.0,957500.0,880000.0,930000,1141000,1058000,1106000.0,1196000.0,1196000.0,8.0,81.0,6.1,21974
NUMURKAH,195000.0,215000.0,219000.0,195000.0,219000.0,225000.0,250000.0,239000,310000,350000,360000.0,394500.0,394500.0,10.0,83.0,6.3,21984
NUNAWADING,637500.0,721500.0,880000.0,970000.0,1090000.0,986000.0,951000.0,1038500,1250000,1146000,1189000.0,1152500.0,1152500.0,3.0,60.0,4.8,21985
NYAH WEST,94000.0,107500.0,146500.0,130000.0,133500.0,136000.0,85000.0,129000,202500,215000,248000.0,210000.0,210000.0,15.0,95.0,6.9,21993
OAK PARK,576500.0,626000.0,660000.0,822500.0,853500.0,878500.0,840000.0,911500,1150000,1140000,1085000.0,1122500.0,1122500.0,3.0,79.0,6.0,21998
OAKLEIGH,753500.0,801500.0,1002000.0,1050000.0,1210000.0,1250000.0,1101000.0,1255000,1389000,1422000,1336500.0,1311000.0,1311000.0,2.0,64.0,5.0,22000
OAKLEIGH EAST,672000.0,820000.0,990000.0,983000.0,1195000.0,992500.0,954500.0,995000,1187500,1155000,1150000.0,1165000.0,1165000.0,1.0,42.0,3.6,22001
OAKLEIGH SOUTH,603000.0,700000.0,830000.0,890000.0,1030000.0,960000.0,906500.0,983500,1129000,1053500,1130000.0,1195000.0,1195000.0,6.0,71.0,5.5,22002
OCEAN GROVE,459000.0,515000.0,516500.0,555000.0,637000.0,691000.0,695000.0,790000,975500,1143500,989000.0,970000.0,970000.0,2.0,88.0,6.5,22005
OFFICER,346000.0,339000.0,375000.0,440000.0,480000.0,548000.0,540000.0,570000,650000,700000,726000.0,718000.0,718000.0,1.0,112.0,7.8,22006
OFFICER SOUTH,,,,,283000.0,569500.0,714000.0,770000,703000,850000,865000.0,772500.0,772500.0,11.0,,,22007
OLINDA,496000.0,520000.0,553500.0,620000.0,705000.0,760000.0,746500.0,757500,1125000,905000,935000.0,967500.0,967500.0,3.0,86.0,6.4,22009
OMEO,210000.0,190000.0,212500.0,150000.0,183000.0,183500.0,250000.0,238000,339000,385000,,,,,,,22011
ORBOST,156000.0,150000.0,145000.0,162500.0,159000.0,165000.0,185500.0,220000,240000,344000,340000.0,356000.0,356000.0,5.0,137.0,9.0,22014
ORMOND,997500.0,1187500.0,1300000.0,1550000.0,1604500.0,1600000.0,1475000.0,1590000,1900000,1847500,1805000.0,1855500.0,1855500.0,3.0,56.0,4.6,22016
OUYEN,75000.0,77500.0,105500.0,130000.0,130000.0,93000.0,99000.0,121000,155500,170000,184500.0,235000.0,235000.0,27.0,203.0,11.7,22020
PAKENHAM,335000.0,350000.0,367000.0,400000.0,470000.0,520000.0,485000.0,525000,600000,652000,640000.0,655000.0,655000.0,2.0,87.0,6.5,22027
PARADISE BEACH,163500.0,178000.0,188500.0,200000.0,180000.0,199000.0,200000.0,248000,321500,415000,372500.0,305000.0,305000.0,18.0,71.0,5.5,22034
PARK ORCHARDS,952500.0,1103000.0,1225000.0,1335000.0,1450000.0,1480000.0,1510000.0,1530000,1920000,1965000,1740000.0,1936000.0,1936000.0,11.0,76.0,5.8,22036
PARKDALE,760000.0,860000.0,965000.0,1100000.0,1300000.0,1245000.0,1157500.0,1200500,1540500,1592500,1374000.0,1480000.0,1480000.0,8.0,72.0,5.6,22037
PARKVILLE,1200000.0,1525000.0,1360500.0,2130000.0,2287500.0,2430000.0,1480000.0,1950000,2301500,1910000,2488500.0,1745000.0,1745000.0,30.0,14.0,1.4,22038
PASCOE VALE,580000.0,655000.0,720000.0,805000.0,891000.0,901000.0,855000.0,947500,1050000,1110000,1025000.0,1047500.0,1047500.0,2.0,60.0,4.8,22041
PASCOE VALE SOUTH,650500.0,701000.0,745000.0,840000.0,975000.0,955000.0,950000.0,1006000,1299500,1157500,1130000.0,1222500.0,1222500.0,8.0,74.0,5.7,22042
PATTERSON LAKES,647500.0,734000.0,785000.0,807500.0,1021500.0,1022500.0,923000.0,1082500,1300000,1470500,1387500.0,1385000.0,1385000.0,0.0,89.0,6.6,22047
PAYNESVILLE,283000.0,305000.0,305000.0,309000.0,336500.0,351500.0,346000.0,397000,465000,565000,515000.0,502500.0,502500.0,2.0,65.0,5.1,22049
PEARCEDALE,385000.0,445000.0,470000.0,534000.0,607000.0,660000.0,660000.0,660000,790000,820000,850000.0,941500.0,941500.0,11.0,112.0,7.8,22050
PENSHURST,144000.0,132500.0,191000.0,152000.0,125000.0,165000.0,165000.0,175000,194000,310000,300000.0,282500.0,282500.0,6.0,113.0,7.9,22056
PETERBOROUGH,287500.0,307500.0,296500.0,340000.0,315000.0,450000.0,419000.0,550000,625000,701000,702500.0,765000.0,765000.0,9.0,149.0,9.5,22062
PIONEER BAY,200000.0,220000.0,240000.0,216000.0,275000.0,308000.0,310000.0,355000,354000,491500,554000.0,544000.0,544000.0,2.0,147.0,9.5,22077
PLENTY,773000.0,750000.0,915500.0,935000.0,1145000.0,1350000.0,1301000.0,1202500,1605000,1543000,1762500.0,1532500.0,1532500.0,13.0,104.0,7.4,22084
POINT COOK,450000.0,445000.0,465000.0,505000.0,590000.0,630000.0,635000.0,664000,739000,780000,770000.0,780000.0,780000.0,1.0,75.0,5.8,22086
POINT LONSDALE,700000.0,707500.0,655000.0,641000.0,780000.0,840000.0,827500.0,880000,1300000,1505000,1366500.0,1200000.0,1200000.0,12.0,70.0,5.4,22088
POREPUNKAH,347000.0,285000.0,323000.0,330000.0,447000.0,464500.0,530000.0,615000,757500,1035000,940000.0,790000.0,790000.0,16.0,177.0,10.7,22102
PORT ALBERT,262500.0,190000.0,197500.0,218500.0,270000.0,240000.0,250000.0,315000,425000,485000,,,,,,,22103
PORT FAIRY,400000.0,425000.0,447500.0,473500.0,500000.0,651000.0,620000.0,670000,950000,1140000,912500.0,937500.0,937500.0,3.0,121.0,8.2,22105
PORT MELBOURNE,995000.0,917500.0,1252500.0,1380000.0,1485000.0,1488000.0,1400000.0,1600000,1802500,1646000,1755000.0,1600000.0,1600000.0,9.0,74.0,5.7,22107
PORTARLINGTON,390000.0,414500.0,409000.0,460000.0,515000.0,640000.0,625000.0,690000,829500,985000,932500.0,890000.0,890000.0,5.0,115.0,7.9,22109
PORTLAND,235000.0,210000.0,220000.0,220000.0,230000.0,234500.0,266000.0,295000,370000,450000,439000.0,415000.0,415000.0,5.0,98.0,7.0,22110
PORTLAND NORTH,300000.0,248000.0,330000.0,340000.0,360000.0,367500.0,276000.0,507000,470000,667500,750000.0,539000.0,539000.0,28.0,117.0,8.1,22111
PORTSEA,1195000.0,1305000.0,1800000.0,1701000.0,1925000.0,2180000.0,1950000.0,2530000,3765000,3825000,3255000.0,3330000.0,3330000.0,2.0,155.0,9.8,22113
PRAHRAN,990000.0,1175000.0,1350000.0,1430000.0,1525000.0,1578000.0,1520000.0,1643500,1831000,1840000,1760000.0,1590000.0,1590000.0,10.0,35.0,3.1,22118
PRESTON,632500.0,690000.0,791000.0,882000.0,996000.0,980000.0,940000.0,1026000,1251000,1160000,1145000.0,1185000.0,1185000.0,3.0,72.0,5.6,22121
PRINCES HILL,1216500.0,1210000.0,1280000.0,1555000.0,1767500.0,1650000.0,2035000.0,1600000,2015000,1892500,1665000.0,1722500.0,1722500.0,3.0,42.0,3.6,22122
PYRAMID HILL,112500.0,117000.0,112500.0,112500.0,112500.0,100000.0,120000.0,117500,128000,230000,202500.0,241500.0,241500.0,19.0,106.0,7.5,22130
QUAMBATOOK,134000.0,79000.0,66500.0,105000.0,135000.0,93500.0,90500.0,110000,150000,157000,,,,,,,22131
QUARRY HILL,385000.0,355000.0,377500.0,349000.0,362000.0,407500.0,395000.0,430000,540500,613500,596000.0,625000.0,625000.0,5.0,76.0,5.8,22134
QUEENSCLIFF,630000.0,695000.0,700000.0,795000.0,763000.0,950000.0,950000.0,969000,1372000,1725000,1687500.0,1280000.0,1280000.0,24.0,84.0,6.3,22135
RAINBOW,62000.0,77000.0,68000.0,59500.0,82500.0,99000.0,75000.0,82000,112000,137000,175000.0,200000.0,200000.0,14.0,160.0,10.0,22137
RAYMOND ISLAND,297500.0,280000.0,285000.0,330000.0,289500.0,360000.0,300000.0,416500,450000,535000,540000.0,500000.0,500000.0,7.0,79.0,6.0,22145
RED CLIFFS,163000.0,151500.0,175000.0,165000.0,223500.0,211500.0,217500.0,270000,311000,325000,335000.0,397500.0,397500.0,19.0,162.0,10.1,22147
RED HILL,515000.0,675000.0,645000.0,677500.0,815000.0,930000.0,860000.0,900000,1550000,1960000,,,,,,,22148
REDAN,250000.0,245000.0,246500.0,255000.0,287500.0,330000.0,357000.0,900000,455000,515000,485000.0,447500.0,447500.0,8.0,83.0,6.2,22151
RESEARCH,605500.0,685000.0,686000.0,825500.0,950000.0,915000.0,937500.0,1178000,1201000,1520000,1030000.0,1310000.0,1310000.0,27.0,91.0,6.7,22160
RESERVOIR,510000.0,541000.0,615000.0,707500.0,812500.0,790000.0,754000.0,795000,945000,940000,870000.0,905000.0,905000.0,4.0,67.0,5.3,22161
RHYLL,393000.0,482000.0,402000.0,460000.0,527500.0,657500.0,565000.0,579000,757500,911000,752500.0,970000.0,970000.0,29.0,101.0,7.2,22164
RICHMOND,900000.0,961000.0,1150000.0,1265000.0,1302500.0,1311000.0,1260000.0,1365000,1490000,1400000,1400000.0,1395000.0,1395000.0,0.0,45.0,3.8,22170
RIDDELLS CREEK,450000.0,417500.0,456500.0,500000.0,580000.0,675000.0,710000.0,680000,870000,872500,865000.0,815000.0,815000.0,6.0,95.0,6.9,22172
RINGWOOD,552000.0,660000.0,777500.0,837500.0,910500.0,896500.0,801000.0,900000,1018000,1038000,999500.0,1025000.0,1025000.0,3.0,55.0,4.5,22174
RINGWOOD EAST,547000.0,612000.0,750000.0,806000.0,901000.0,881000.0,809000.0,861000,1050000,975000,1000000.0,1065000.0,1065000.0,7.0,74.0,5.7,22175
RINGWOOD NORTH,630500.0,662000.0,783500.0,844000.0,960500.0,920000.0,870000.0,957500,1183000,1200000,1217500.0,1207500.0,1207500.0,1.0,82.0,6.2,22176
RIPPLESIDE,575000.0,530000.0,640000.0,739000.0,725000.0,750000.0,825000.0,862000,1100000,1205000,1050000.0,1055000.0,1055000.0,0.0,99.0,7.1,22178
RIPPONLEA,985000.0,1000000.0,1360000.0,1700000.0,1787500.0,1564000.0,1350000.0,2001000,1892500,1560000,1457500.0,1805000.0,1805000.0,24.0,81.0,6.1,22179
ROBINVALE,152500.0,160000.0,184500.0,170000.0,197000.0,220000.0,231500.0,235000,340000,315000,350000.0,390000.0,390000.0,11.0,144.0,9.3,22183
ROCHESTER,189500.0,215000.0,235000.0,239000.0,242500.0,236000.0,255000.0,237000,350000,440000,262500.0,300000.0,300000.0,14.0,40.0,3.4,22184
ROCKBANK,309000.0,280000.0,300000.0,347000.0,455000.0,500000.0,497000.0,465000,565000,620000,625000.0,635000.0,635000.0,2.0,127.0,8.5,22186
ROMSEY,387500.0,396000.0,420000.0,428000.0,470000.0,550000.0,580500.0,630000,780000,839000,755000.0,785000.0,785000.0,4.0,98.0,7.1,22193
ROSANNA,717500.0,781500.0,905000.0,980000.0,1175000.0,1100000.0,1032500.0,1121500,1382500,1216000,1294000.0,1380000.0,1380000.0,7.0,77.0,5.9,22194
ROSEBUD,367000.0,365000.0,389000.0,445000.0,536000.0,590000.0,550000.0,595000,780000,820500,750000.0,725500.0,725500.0,3.0,99.0,7.1,22198
ROSEDALE,215000.0,215000.0,197000.0,230000.0,247000.0,280000.0,247000.0,250000,365000,420000,475000.0,452000.0,452000.0,5.0,110.0,7.7,22199
ROWVILLE,570000.0,617500.0,710000.0,778000.0,867000.0,838000.0,815500.0,838000,1000000,1080000,1090000.0,1055000.0,1055000.0,3.0,71.0,5.5,22207
ROXBURGH PARK,365000.0,385000.0,400000.0,435000.0,515000.0,546000.0,543000.0,572500,615000,652000,632500.0,660000.0,660000.0,4.0,71.0,5.5,22208
RUSHWORTH,161000.0,158000.0,177000.0,200000.0,192500.0,198000.0,205000.0,226000,301000,352500,367000.0,385000.0,385000.0,5.0,144.0,9.3,22215
RUTHERGLEN,232000.0,195000.0,230000.0,255000.0,262000.0,270000.0,282500.0,350000,402500,486500,479000.0,550000.0,550000.0,15.0,182.0,10.9,22217
RYE,425500.0,460000.0,488000.0,550000.0,659000.0,705000.0,690000.0,793500,1100000,1195000,1100000.0,1010000.0,1010000.0,8.0,120.0,8.2,22220
SAFETY BEACH,515000.0,516500.0,595000.0,665000.0,780000.0,825000.0,810000.0,897500,1109000,1241000,1220500.0,1200000.0,1200000.0,2.0,132.0,8.8,22222
SAILORS GULLY,253000.0,262500.0,235000.0,225000.0,232000.0,290000.0,280000.0,300000,390000,505500,469000.0,500000.0,500000.0,7.0,90.0,6.6,22224
SALE,290000.0,300000.0,298000.0,295500.0,300000.0,309500.0,325000.0,345000,399000,487000,480000.0,485000.0,485000.0,1.0,62.0,4.9,22226
SAN REMO,410000.0,407000.0,420000.0,460000.0,497000.0,515000.0,554500.0,597500,850000,1020000,952500.0,924500.0,924500.0,3.0,127.0,8.6,22229
SANDHURST,545000.0,549000.0,617500.0,678500.0,730000.0,837500.0,812500.0,780000,950000,1009000,1075000.0,998500.0,998500.0,7.0,82.0,6.2,22232
SANDRINGHAM,1210000.0,1305000.0,1490000.0,1760000.0,1862500.0,1850000.0,1665000.0,1850000,2420000,2400000,2100000.0,2082500.0,2082500.0,1.0,60.0,4.8,22234
SANDY POINT,352500.0,380000.0,370000.0,359000.0,407500.0,410000.0,410000.0,517500,755000,820000,,,,,,,22236
SASSAFRAS,632500.0,556000.0,562000.0,653500.0,775500.0,750000.0,805000.0,770000,860000,1020000,959000.0,940000.0,940000.0,2.0,69.0,5.4,22239
SCORESBY,509000.0,570000.0,661000.0,700000.0,878500.0,835000.0,766500.0,785000,951500,975500,955500.0,970000.0,970000.0,2.0,70.0,5.5,22242
SEA LAKE,80000.0,75000.0,90000.0,75000.0,70000.0,110000.0,100000.0,106500,125000,173000,187500.0,166500.0,166500.0,11.0,122.0,8.3,22246
SEABROOK,422500.0,402500.0,456000.0,509000.0,635000.0,672500.0,626500.0,652500,730000,755000,741500.0,764500.0,764500.0,3.0,90.0,6.6,22247
SEAFORD,419500.0,450000.0,475000.0,580500.0,700000.0,696000.0,655000.0,700000,850000,880000,830000.0,842000.0,842000.0,1.0,87.0,6.5,22249
SEAHOLME,640000.0,670000.0,802500.0,870000.0,1157500.0,1015000.0,1020000.0,937500,1209500,1135000,1439500.0,1300000.0,1300000.0,10.0,94.0,6.9,22250
SEASPRAY,152000.0,164000.0,240000.0,175000.0,215000.0,210000.0,265000.0,260000,335000,390000,,,,,,,22251
SEBASTOPOL,242000.0,235500.0,244500.0,247500.0,256000.0,289000.0,315000.0,341000,420000,480000,455000.0,417000.0,417000.0,8.0,77.0,5.9,22255
SEDDON,675000.0,730000.0,830000.0,934500.0,982500.0,1018500.0,960000.0,1100000,1244000,1055000,1100000.0,1100000.0,1100000.0,0.0,51.0,4.2,22256
SELBY,420000.0,420000.0,469500.0,527500.0,600000.0,637500.0,601500.0,720000,904500,771500,837500.0,850000.0,850000.0,1.0,102.0,7.3,22258
SEVILLE,400000.0,397500.0,450000.0,511500.0,611500.0,634500.0,630000.0,626000,775000,812500,870000.0,835000.0,835000.0,4.0,110.0,7.7,22263
SEVILLE EAST,339500.0,350000.0,395000.0,440000.0,482500.0,551500.0,580000.0,600000,720000,700000,755000.0,705000.0,705000.0,7.0,101.0,7.3,22264
SEYMOUR,220000.0,213000.0,225000.0,242500.0,277000.0,295000.0,300000.0,325000,390000,447500,467500.0,445000.0,445000.0,5.0,109.0,7.6,22265
SHEPPARTON,247000.0,243000.0,250000.0,265000.0,261000.0,275000.0,282000.0,310000,370000,430000,445000.0,465000.0,465000.0,4.0,92.0,6.7,22275
SHEPPARTON NORTH,346000.0,375000.0,348000.0,361000.0,347000.0,334000.0,393000.0,379000,425000,612000,610000.0,652500.0,652500.0,7.0,74.0,5.7,22277
SHOREHAM,607000.0,620000.0,903000.0,868500.0,970000.0,1160000.0,1400000.0,1077000,1767500,2180000,2100000.0,1770000.0,1770000.0,16.0,185.0,11.1,22279
SILVERLEAVES,508000.0,460500.0,484000.0,446500.0,515000.0,721000.0,618500.0,775000,982000,990500,1137500.0,975000.0,975000.0,14.0,112.0,7.8,22282
SKIPTON,155000.0,117500.0,137000.0,169000.0,187500.0,159500.0,200000.0,219500,270000,360000,,,,,,,22290
SKYE,395000.0,413000.0,430000.0,479000.0,570000.0,611000.0,597500.0,610000,740000,770000,760000.0,782500.0,782500.0,3.0,89.0,6.6,22291
SMITHS BEACH,372500.0,390000.0,455000.0,470000.0,458500.0,589000.0,624500.0,695000,837000,990000,957500.0,870000.0,870000.0,9.0,123.0,8.4,22294
SMYTHES CREEK,,380000.0,380000.0,380000.0,380000.0,426500.0,430000.0,440500,545000,590000,550000.0,525000.0,525000.0,5.0,38.0,3.3,22298
SOLDIERS HILL,283000.0,341000.0,310000.0,374000.0,423500.0,447500.0,480000.0,557500,568000,705000,570000.0,600000.0,600000.0,5.0,76.0,5.8,22302
SOMERS,657500.0,755000.0,696500.0,755500.0,820000.0,888500.0,950000.0,980000,1707000,1765000,1550000.0,1280000.0,1280000.0,17.0,70.0,5.4,22303
SOMERVILLE,385000.0,395000.0,425000.0,465000.0,580000.0,615000.0,600000.0,640000,780000,812000,765000.0,812500.0,812500.0,6.0,106.0,7.5,22305
SORRENTO,770000.0,795000.0,859000.0,1130000.0,1300000.0,1380000.0,1470000.0,1665000,2207500,2355000,2200000.0,1862500.0,1862500.0,15.0,134.0,8.9,22306
SOUTH GEELONG,420500.0,470000.0,425000.0,495000.0,650000.0,676000.0,702500.0,835000,1000000,970000,882000.0,879000.0,879000.0,0.0,87.0,6.5,22308
SOUTH KINGSVILLE,619500.0,671000.0,742000.0,903000.0,980000.0,1000000.0,859000.0,992000,1100000,972500,1240000.0,1065000.0,1065000.0,14.0,59.0,4.7,22309
SOUTH MELBOURNE,1030000.0,1200000.0,1310000.0,1595000.0,1532500.0,1465000.0,1355000.0,1580000,1710000,1882500,1640000.0,1532500.0,1532500.0,7.0,28.0,2.5,22310
SOUTH MORANG,415000.0,420000.0,450000.0,502000.0,610500.0,634500.0,625500.0,623000,718000,760000,710000.0,751000.0,751000.0,6.0,79.0,6.0,22311
SOUTH YARRA,1352500.0,1450000.0,1700000.0,1890000.0,2040000.0,1851000.0,1850000.0,2059000,2353000,2035500,2400000.0,2260000.0,2260000.0,6.0,56.0,4.5,22314
SPOTSWOOD,680000.0,640000.0,795000.0,917500.0,1027500.0,1080000.0,950000.0,985000,1260000,1255000,1105000.0,1125000.0,1125000.0,2.0,76.0,5.8,22319
SPRING GULLY,345000.0,350000.0,350000.0,350000.0,390000.0,400000.0,386500.0,440000,552500,610000,700000.0,640000.0,640000.0,9.0,83.0,6.2,22320
SPRINGVALE,451500.0,530000.0,629500.0,685000.0,750000.0,780000.0,746500.0,785000,855000,886000,870000.0,850000.0,850000.0,2.0,60.0,4.8,22328
SPRINGVALE SOUTH,430000.0,475000.0,562000.0,630000.0,720000.0,720000.0,679000.0,725000,800000,820000,810500.0,850500.0,850500.0,5.0,79.0,6.0,22329
ST ALBANS,350000.0,373500.0,428000.0,500000.0,610000.0,626500.0,594000.0,600000,675000,682000,645000.0,652000.0,652000.0,1.0,75.0,5.7,22330
ST ALBANS PARK,335000.0,330000.0,329000.0,331000.0,379000.0,450000.0,422000.0,455000,600000,650000,585000.0,585000.0,585000.0,0.0,77.0,5.9,22331
ST ANDREWS BEACH,480000.0,495000.0,560000.0,695000.0,855000.0,902500.0,930000.0,1207500,1745500,1582500,1525000.0,1541000.0,1541000.0,1.0,211.0,12.0,22333
ST ARNAUD,140000.0,145000.0,141000.0,142500.0,145000.0,145000.0,175000.0,170000,225000,310000,280000.0,275000.0,275000.0,2.0,90.0,6.6,22334
ST HELENA,612500.0,623000.0,711000.0,800000.0,893500.0,910000.0,905000.0,930000,1137500,1202500,1175000.0,1195000.0,1195000.0,2.0,92.0,6.7,22339
ST KILDA,892000.0,1225000.0,1164000.0,1305000.0,1551000.0,1755000.0,1600000.0,1330000,1705500,1710000,1503000.0,1515000.0,1515000.0,1.0,24.0,2.1,22343
ST KILDA EAST,1050500.0,1037500.0,1382500.0,1677500.0,1460000.0,1620000.0,1560500.0,1650000,1840000,1785000,1667500.0,1690500.0,1690500.0,1.0,63.0,5.0,22344
ST KILDA WEST,1142500.0,2235000.0,2013000.0,1797000.0,2380000.0,1942500.0,2465000.0,2630000,3300000,2742500,2855000.0,1975000.0,1975000.0,31.0,12.0,1.2,22345
ST LEONARDS                             ,350000.0,357000.0,375000.0,421500.0,2380000.0,571500.0,562500.0,572000,705000,805000,,,,,,,22346
STANHOPE,150000.0,131000.0,152500.0,147000.0,181000.0,161500.0,187500.0,201500,255000,223500,352500.0,356500.0,356500.0,1.0,173.0,10.6,22350
STAWELL,162500.0,172500.0,177000.0,177000.0,188000.0,190000.0,189000.0,227000,290000,355000,319000.0,315000.0,315000.0,1.0,83.0,6.2,22354
STRATFORD,230000.0,261500.0,260500.0,272500.0,265000.0,258000.0,316500.0,320000,397500,472000,480000.0,500000.0,500000.0,4.0,91.0,6.7,22369
STRATHDALE,392500.0,380000.0,410500.0,445000.0,380000.0,420000.0,451000.0,507000,640000,671500,637500.0,620000.0,620000.0,3.0,63.0,5.0,22373
STRATHFIELDSAYE,377000.0,397500.0,408000.0,425000.0,455000.0,444000.0,476500.0,535000,636000,702500,717500.0,700000.0,700000.0,2.0,76.0,5.8,22376
STRATHMERTON,166000.0,172500.0,190000.0,182500.0,140000.0,187500.0,195000.0,205000,265000,325000,365000.0,330000.0,330000.0,10.0,91.0,6.7,22379
STRATHMORE,827500.0,865000.0,997500.0,1140000.0,1230000.0,1357500.0,1320000.0,1360000,1576000,1605000,1416500.0,1612000.0,1612000.0,14.0,86.0,6.4,22380
STRATHMORE HEIGHTS,621000.0,640000.0,700000.0,808000.0,970000.0,885000.0,800000.0,835000,962500,952500,1056000.0,972500.0,972500.0,8.0,52.0,4.3,22381
STRATHTULLOH,350000.0,440000.0,425000.0,430000.0,359000.0,425000.0,507500.0,522500,585500,609000,638000.0,629000.0,629000.0,1.0,43.0,3.6,22382
SUNBURY,355000.0,360000.0,370000.0,395000.0,492000.0,546000.0,533500.0,570000,645000,670000,660000.0,665000.0,665000.0,1.0,85.0,6.3,22391
SUNDERLAND BAY,324500.0,333000.0,287000.0,360000.0,357500.0,455000.0,413500.0,525000,717000,677500,672500.0,625000.0,625000.0,7.0,88.0,6.5,22393
SUNSET STRIP,301500.0,310000.0,301500.0,340000.0,345000.0,390000.0,460000.0,511000,602500,754000,700000.0,640000.0,640000.0,9.0,106.0,7.5,22394
SUNSHINE,435000.0,483500.0,530500.0,675000.0,765000.0,742000.0,720000.0,750000,870000,856500,800000.0,820000.0,820000.0,3.0,70.0,5.4,22395
SUNSHINE NORTH,400000.0,425500.0,495000.0,560000.0,653000.0,673500.0,647000.0,690000,720000,750000,724500.0,750000.0,750000.0,4.0,76.0,5.8,22396
SUNSHINE WEST,384500.0,395000.0,450000.0,520000.0,639000.0,635000.0,635000.0,657000,745000,751500,700000.0,685000.0,685000.0,2.0,73.0,5.7,22397
SURF BEACH,375000.0,360000.0,355000.0,414000.0,425000.0,480000.0,525000.0,559000,706500,895000,805000.0,716500.0,716500.0,11.0,99.0,7.1,22398
SURREY HILLS,1323000.0,1450000.0,1750000.0,1800500.0,2170000.0,1900000.0,1890000.0,1880000,2310000,2301500,2402500.0,2271000.0,2271000.0,5.0,57.0,4.6,22399
