ServiceApprovalNumber,Provider Approval Number,ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,Conditions on Approval,NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,Last Service Approval Transfer Date,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Other,Annual Monday Start Time,Annual Monday End Time,Annual Tuesday Start Time,Annual Tuesday End Time,Annual Wednesday Start Time,Annual Wednesday End Time,Annual Thursday Start Time,Annual Thursday End Time,Annual Friday Start Time,Annual Friday End Time,Annual Saturday Start Time,Annual Saturday End Time,Annual Sunday Start Time,Annual Sunday End Time,School Terms Only Session 1 Monday Start Time,School Terms Only Session 1 Monday End Time,School Terms Only Session 1 Tuesday Start Time,School Terms Only Session 1 Tuesday End Time,School Terms Only Session1 Wednesday Start Time,School Terms Only Session1 Wednesday End Time,School Terms Only Session1 Thursday Start Time,School Terms Only Session1 Thursday End Time,School Terms Only Session 1 Friday Start Time,School Terms Only Session 1 Friday End Time,School Terms Only Session 1 Saturday Start Time,School Terms Only Session 1 Saturday End Time,School Terms Only Session1 Sunday Start Time,School Terms Only Session 1 Sunday End Time,School Terms Only Session 2 Monday Start Time,School Terms Only Session 2 Monday End Time,School Terms Only Session 2 Tuesday Start Time,School Terms Only Session 2 Tuesday End Time,School Terms Only Session 2 Wednesday Start Time,School Terms Only Session 2 Wednesday End Time,School Terms Only Session 2 Thursday Start Time,School Terms Only Session2 Thursday End Time,School Terms Only Session 2 Friday Start Time,School Terms Only Session 2 Friday End Time,School Terms Only Session 2 Saturday Start Time,School Terms Only Session 2 Saturday End Time,School Terms Only Session 2 Sunday Start Time,School Terms Only Session 2 Sunday End Time,Holiday Care Monday Start Time,Holiday Care Monday End Time,Holiday Care Tuesday Start Time,Holiday Care Tuesday End Time,Holiday Care Wednesday Start Time,Holiday Care Wednesday End Time,Holiday Care Thursday Start Time,Holiday Care Thursday End Time,Holiday Care Friday Start Time,Holiday Care Friday End Time,Holiday Care Saturday Start Time,Holiday Care Saturday End Time,Holiday Care Sunday Start Time,Holiday Care Sunday End Time,Temporarily Closed,SAL_CODE21
SE-40003229,PR-00002539,Camp Australia - Arnolds Creek Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,59 Claret Ash Boulevard,ARNOLDS CREEK,VIC,3337,1300273162,,,150.0,30/01/2015,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-23,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jun-16,21/07/2025,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,6:30,8:45,6:30,8:45,6:30,8:45,6:30,8:45,6:30,8:45,,,,,15:15,18:30,15:15,18:30,15:15,18:30,15:15,18:30,15:15,18:30,,,,,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,No,21140
SE-40003232,PR-40002234,TeamKids - Truganina P_9 College,TEAM HOLIDAY PTY LTD,Centre-Based Care,55 Clearwood Dr,TRUGANINA,VIC,3029,1300035000,,,86.0,22/01/2015,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-25,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-21,28/01/2025,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,6:30,8:30,6:30,8:30,6:30,8:30,6:30,8:30,6:30,8:30,,,,,15:00,18:30,15:00,18:30,15:00,18:30,15:00,18:30,15:00,18:30,,,,,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,No,22582
SE-40005599,PR-00001929,Saltwater Promenade Kindergarten,Wyndham City Council,Centre-Based Care,153 Saltwater Prom,POINT COOK,VIC,3030,383765522,,,66.0,25/01/2016,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Dec-22,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jun-17,,No,No,Yes,No,No,No,Yes,7:45,17:00,7:45,17:00,7:45,17:00,7:45,17:00,7:45,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,22086
SE-40005604,PR-40002637,Kelly Club OSHC Newcomb Park Primary School,KELLY CLUB AUSTRALIA PTY LTD ATF KELLY CLUB AUSTRALIA UNIT TRUST,Centre-Based Care,"Newcomb Park Primary School, 7-23 Richard St",NEWCOMB,VIC,3219,448058160,,,24.0,18/12/2015,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-23,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Jan-19,29/01/2018,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,,,,,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,,,,,,,,,,,,,,,,,,,No,21925
SE-40005632,PR-40004529,Green Leaves Early Learning Waverley Gardens,Green Leaves (VIC4) Early Learning Centres Pty Ltd,Centre-Based Care,"SU01 271-325 Police Rd, Waverley Gardens Shopping Centre",MULGRAVE,VIC,3170,395746715,,The approved provider must ensure that no outdoor play equipment is placed closer than 1.9m to the perimeter fencing.,120.0,29/04/2016,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Oct-22,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Sep-17,,Yes,No,No,Yes,Yes,Yes,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,21827
SE-40005641,PR-00002232,Ballarat Fidelity Club Early Learning Centre,Eureka Community Kindergarten Association Inc,Centre-Based Care,212 Ripon St South,BALLARAT CENTRAL,VIC,3350,437797334,,,18.0,1/2/2016,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug-23,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug-17,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,9:15,14:15,9:15,14:15,9:15,14:15,,,9:15,14:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20111
SE-40005652,PR-40002637,Kelly Club OSHC Ceres Primary School,KELLY CLUB AUSTRALIA PTY LTD ATF KELLY CLUB AUSTRALIA UNIT TRUST,Centre-Based Care,605 Barrabool Rd,CERES,VIC,3221,434518487,,"?€?     An approved provider of an education and care service that is listed on the Department of Education & Training Category 4 List ?€? at some risk of bushfire or grassfire must ensure that: ?€?	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
?€?	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
?€?	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
?€?	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",30.0,19/11/2015,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug-23,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-17,19/04/2021,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20527
SE-40005653,PR-00000898,Great Beginnings Epping,G8 Education Limited,Centre-Based Care,6 Viewbank Ct,EPPING,VIC,3076,394014554,,,97.0,11/12/2015,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-23,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-17,18/12/2017,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20878
SE-40005665,PR-40011323,Inverleigh CommunityOSH,COMMUNITYOSH PTY LTD,Centre-Based Care,54 High St,INVERLEIGH,VIC,3321,413544966,,"?€?     An approved provider of an education and care service that is listed on the Department of Education & Training Category 4 List ?€? at some risk of bushfire or grassfire must ensure that: ?€?	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
?€?	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
?€?	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
?€?	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",38.0,18/12/2015,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-23,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-17,27/01/2025,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,6:45,8:45,6:45,8:45,6:45,8:45,6:45,8:45,6:45,8:45,,,,,15:25,18:30,15:25,18:30,15:25,18:30,15:25,18:30,15:25,18:30,,,,,,,,,,,,,,,,,,,No,21234
SE-40005672,PR-00002066,Tallangatta Early Years Learning Centre,Towong Shire Council,Centre-Based Care,33 - 37 Towong St,TALLANGATTA,VIC,3700,260712282,260712747,"The approved provider must ensure that children have regular access to outdoor space with a useable area of 7 square metres per child at or near the education and care service. The number of children accessing the outdoor space available at the service at any one time must be carefully monitored to ensure the safety, health and wellbeing of the children at the education and care service. An approved provider of an education and care service that is listed on the Department of Education Risk of Grassfire (Category 4) must ensure that:  
 
?€?	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located. 
?€?	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks. 
?€?	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes: 
o	a list of the service's emergency contact details 
o	procedures for monitoring and managing bushfire and grassfire risks and events 
o	procedures for identifying and managing events that may cause planned, unplanned, or pre-emptive closure of the service 
o	procedures for notifying families of children enrolled at the service of any closure 
o	procedures for reviewing and updating the Emergency Management Plan. 
?€?	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request. ",66.0,11/7/2016,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Mar-23,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-18,,Yes,No,Yes,Yes,Yes,Yes,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,8:30,16:00,8:30,16:00,,,,,,,,,,,,,,,8:30,16:00,8:30,16:00,,,,,,,,,,,,,,,,,,,,,No,22426
SE-40005701,PR-40005690,Expeditions Early Learning Journey,Makkah Investments Pty Ltd as Trustee for The Makkah Investment Trust and Azza Investments Pty Ltd as Trustee for The Azza Trust,Centre-Based Care,2 Foxborough Gld,NARRE WARREN NORTH,VIC,3804,387905151,,,100.0,11/3/2016,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb-23,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Nov-17,,Yes,No,No,No,No,No,Yes,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,No,21895
SE-40005711,PR-00004699,Only About Children Southbank,Only About Children Pty Ltd,Centre-Based Care,"L 8, 2 Southbank Bvd",SOUTHBANK,VIC,3006,03 8529 5062,,"The approved provider must ensure that no outdoor play equipment is placed closer than 1.9m to the perimeter fencing. The approved provider is required to make arrangements within 2 months of approval being granted with the relevant regional office to arrange attendance when the service will conduct a rehearsal of the emergency and evacuation procedures in accordance with regulation 97(3)(a) of the Education and Care Services National Regulations 2011. The approved provider must take reasonable steps to ensure that the nominated supervisor and staff members of, and volunteers at, the service follow the policy and procedure Play Scape Design, Inclusion and Program.",112.0,14/06/2016,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Jan-23,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Aug-17,,Yes,No,No,No,No,No,No,7:15,18:15,7:15,18:15,7:15,18:15,7:15,18:15,7:15,18:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,22315
SE-40005727,PR-40011145,Seville PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,"Seville Primary School, 639 Warburton Hwy",SEVILLE,VIC,3139,459100228,,"?€?	    An approved provider of an education and care service that is listed on the Department of Education & Training Bushfire At-Risk Register must ensure that: 
?€?	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
?€?	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
?€?	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
?€?	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",30.0,7/12/2015,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-22,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Jul-17,12/7/2021,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,6:30,8:45,6:30,8:45,6:30,8:45,6:30,8:45,6:30,8:45,,,,,15:30,18:30,15:30,18:30,15:30,18:30,15:30,18:30,15:30,18:30,,,,,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,No,22263
SE-40005751,PR-00001763,Melbourne Rudolf Steiner School OSHC,R Steiner School Co Ltd,Centre-Based Care,213 Wonga Rd,WARRANWOOD,VIC,3134,398762633,398790820,"?€?     An approved provider of an education and care service that is listed on the Department of Education & Training Category 4 List ?€? at some risk of bushfire or grassfire must ensure that: ?€?	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
?€?	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
?€?	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
?€?	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",24.0,22/12/2015,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar-23,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-17,6/1/2020,No,No,No,Yes,No,No,No,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,,,,,,,,,,,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,,,,,,,,,,,,,,,No,22704
SE-40005759,PR-40004402,St Theresa's OSHClub,OSHCLUB PTY LTD,Centre-Based Care,16 Drummartin St,ALBION,VIC,3020,447559334,,,50.0,11/12/2015,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-22,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-17,,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,,,,,15:15,18:15,15:15,18:15,15:15,18:15,15:15,18:15,15:15,18:15,,,,,,,,,,,,,,,,,,,No,20021
SE-40005760,PR-40004334,Big Childcare - Heathdale Christian College Melton OSHC,Big Childcare Pty Ltd ATF Big Childcare Unit Trust,Centre-Based Care,"Heathdale Christian College, 102-112 Centenary Ave",KURUNJANG,VIC,3337,1300273162,,,50.0,11/12/2015,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-23,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-17,29/01/2019,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,6:30,8:30,6:30,8:30,6:30,8:30,6:30,8:30,6:30,8:30,,,,,15:10,18:15,15:10,18:15,15:10,18:15,15:10,18:15,15:10,18:15,,,,,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,No,21411
SE-40005766,PR-40009453,Story House Early Learning Gisborne,Story House Early Learning No 1 Pty Ltd,Centre-Based Care,97-99 Willowbank Rd,GISBORNE,VIC,3437,354207888,,"The waiver for regulation 108(2) applies while the planned works mentioned in the application are undertaken.  

The approved provider must ensure that all children educated and cared for by the service have safe access to outdoor space during the renovation of the outdoor space.  

The approved provider must ensure that educators, staff and volunteers are made aware of the risk assessment and follow the strategies to support children accessing outdoor space 

The approved provider must notify the Regulatory Authority within 14 days if the waiver is no longer required.",123.0,7/4/2016,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-23,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jul-17,22/11/2024,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,21001
SE-40005793,PR-00002833,Wodonga Catholic Parish OSHC - St Francis Campus,CATHOLIC PARISHES WODONGA,Centre-Based Care,214 Baranduda Bvd,BARANDUDA,VIC,3691,,,"?€?	    An approved provider of an education and care service that is listed on the Department of Education & Training Bushfire At-Risk Register must ensure that: 
?€?	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
?€?	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
?€?	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
?€?	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",90.0,18/12/2015,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct-23,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct-17,,No,No,No,Yes,Yes,Yes,No,6:30,18:00,6:30,18:00,6:30,18:00,6:30,18:00,6:30,18:00,,,,,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,,,,,6:30,8:30,6:30,8:30,6:30,8:30,6:30,8:30,6:30,8:30,,,,,6:30,18:00,6:30,18:00,6:30,18:00,6:30,18:00,6:30,18:00,,,,,No,20136
SE-40005804,PR-40006014,Upper Gully OSH,UPPER FERNTREE GULLY PRIMARY SCHOOL COUNCIL,Centre-Based Care,Talaskia Road,Upper Ferntree Gully,VIC,3156,397581527,,"?€?	    An approved provider of an education and care service that is listed on the Department of Education & Training Bushfire At-Risk Register must ensure that: 
?€?	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
?€?	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
?€?	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
?€?	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",22.0,3/2/2016,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-23,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-17,24/06/2023,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,,,,,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,,,,,,,,,,,,,,,,,,,No,22614
SE-40005815,PR-40002637,Kelly Club OSHC Whittington Primary School,KELLY CLUB AUSTRALIA PTY LTD ATF KELLY CLUB AUSTRALIA UNIT TRUST,Centre-Based Care,"Whittington Primary School, 1-11 Worden Ct",WHITTINGTON,VIC,3219,426126906,,,30.0,8/1/2016,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug-25,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-22,,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,,,,,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,,,,,,,,,,,,,,,,,,,No,22774
SE-40005825,PR-00006475,Glen Education Mordialloc Kindergarten,Glen Education Inc,Centre-Based Care,26 Park St,MORDIALLOC,VIC,3195,395705866,,,60.0,25/01/2016,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jan-23,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Oct-17,1/1/2024,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,,,,,,,,,8:30,16:00,,,8:30,16:00,,,,,,,,,,,,,,,,,,,,,No,21760
SE-40005829,PR-00004699,Only About Children Camberwell,Only About Children Pty Ltd,Centre-Based Care,1067-1069 Toorak Rd,CAMBERWELL,VIC,3124,385295066,,"The approved provider must ensure that no outdoor play equipment is placed closer than 1.9m to the perimeter fencing. Within 3 months of approval being granted, the approved provider is required to make arrangements for an officer, from the relevant regional office, to attend a rehearsal of the emergency and evacuation procedures in accordance with regulation 97(3)(a) of the Education and Care Services National Regulations 2011.",136.0,30/06/2016,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct-22,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct-17,,Yes,No,No,No,No,No,No,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20453
SE-40005834,PR-00002502,Greenwood Park Kindergarten,Young Mens Christian Association Of Ballarat Inc,Centre-Based Care,"Greenwood Park Kindergarten, 5a Greenwood Ave",RINGWOOD,VIC,3134,343290437,,,68.0,12/2/2016,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,May-23,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Sep-17,27/01/2021,No,No,Yes,No,No,No,Yes,,,,,,,,,,,,,,,8:30,16:00,9:00,14:00,8:30,16:00,9:00,14:00,9:00,14:00,,,,,9:30,14:30,8:30,16:00,9:30,14:30,8:30,16:00,9:30,14:30,,,,,,,,,,,,,,,,,,,No,22174
